order,Year,Month,Day,Date,DOY,TOD,Time,Shade,Transect,Stick,Distance to stick one,Height,Temperature,,,,,
1064,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,3,1,0,70,20,,,,,
1065,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,3,1,0,80,19.9,,,,,
1066,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,3,1,0,90,19.7,,,,,
1067,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,3,1,0,100,20,,,,,
1068,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,0,30,,,,,
1069,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,10,27.7,,,,,
1070,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,20,23.9,,,,,
1071,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,30,22.5,,,,,
1072,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,40,22.3,,,,,
1073,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,50,22.8,,,,,
1074,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,60,21.7,,,,,
1075,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,70,21.1,,,,,
1076,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,80,20.9,,,,,
1077,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,90,20.4,,,,,
1078,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,2,2,100,20.9,,,,,
1079,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,0,19.7,,,,,
1080,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,10,19.5,,,,,
1081,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,20,19.1,,,,,
1082,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,30,19,,,,,
1083,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,40,20,,,,,
1084,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,50,20.1,,,,,
1085,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,60,20.1,,,,,
1086,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,70,20.5,,,,,
1087,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,80,20.5,,,,,
1088,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,90,19.6,,,,,
1089,2024,6,16,6/16/2024,168,3,4:00 PM,0,3,3,7,100,18,,,,,
1090,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,0,14.1,,,,,
1091,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,10,15.4,,,,,
1092,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,20,14,,,,,
1093,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,30,15.4,,,,,
1094,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,40,15.3,,,,,
1095,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,50,15.2,,,,,
1096,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,60,15.2,,,,,
1097,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,70,15.2,,,,,
1098,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,80,15.3,,,,,
1099,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,90,15.4,,,,,
1100,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,1,0,100,15.4,,,,,
1101,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,0,20,,,,,
1102,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,10,22.5,,,,,
1103,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,20,20.5,,,,,
1104,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,30,19,,,,,
1105,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,40,18.2,,,,,
1106,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,50,17.4,,,,,
1107,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,60,17.3,,,,,
1108,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,70,17.1,,,,,
1109,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,80,17.5,,,,,
1110,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,90,17.9,,,,,
1111,2024,6,16,6/16/2024,168,3,4:00 PM,0,4,2,2,100,17.9,,,,,
1112,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,0,28.7,,,,,
1113,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,10,29.9,,,,,
1114,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,20,26.6,,,,,
1115,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,30,24.6,,,,,
1116,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,40,23.8,,,,,
1117,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,50,23.3,,,,,
1118,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,60,23.5,,,,,
1119,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,70,21.6,,,,,
1120,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,80,21.4,,,,,
1121,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,90,21.1,,,,,
1122,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,4,3,7,100,20.1,,,,,
1123,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,0,13.5,,,,,
1124,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,10,16,,,,,
1125,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,20,16.6,,,,,
1126,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,30,16.6,,,,,
1127,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,40,17,,,,,
1128,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,50,17,,,,,
1129,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,60,17,,,,,
1130,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,70,17,,,,,
1131,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,80,16.5,,,,,
1132,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,90,16.6,,,,,
1133,2024,6,16,6/16/2024,168,3,4:00 PM,0.5,5,1,0,100,16.5,,,,,
1134,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,0,11.9,,,,,
1135,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,10,13.4,,,,,
1136,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,20,14.5,,,,,
1137,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,30,14.3,,,,,
1138,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,40,14.3,,,,,
1139,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,50,14.4,,,,,
1140,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,60,15.5,,,,,
1141,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,70,15.1,,,,,
1142,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,80,15.1,,,,,
1143,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,90,15.1,,,,,
1144,2024,6,16,6/16/2024,168,3,4:00 PM,0,5,2,2,100,15.1,,,,,
1145,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,0,13.6,,,,,
1146,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,10,12.4,,,,,
1147,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,20,12.6,,,,,
1148,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,30,12.3,,,,,
1149,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,40,14.6,,,,,
1150,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,50,14.8,,,,,
1151,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,60,15,,,,,
1152,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,70,14.5,,,,,
1153,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,80,17,,,,,
1154,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,90,14.4,,,,,
1155,2024,6,16,6/16/2024,168,3,4:00 PM,1,5,3,7,100,13.5,,,,,
1156,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,0,9.7,,,,,
1157,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,10,14.5,,,,,
1158,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,20,10.6,,,,,
1159,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,30,10.6,,,,,
1160,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,40,10.4,,,,,
1161,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,50,10.5,,,,,
1162,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,60,11,,,,,
1163,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,70,10.9,,,,,
1164,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,80,11.4,,,,,
1165,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,90,11,,,,,
1166,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,1,1,0,100,10.9,,,,,
1167,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,0,11.3,,,,,
1168,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,10,10.1,,,,,
1169,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,20,10.1,,,,,
1170,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,30,10.1,,,,,
1171,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,40,9.9,,,,,
1172,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,50,10.5,,,,,
1173,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,60,10.5,,,,,
1174,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,70,10.4,,,,,
1175,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,80,10.9,,,,,
1176,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,90,10.2,,,,,
1177,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,2,2,100,9.9,,,,,
1178,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,0,10.6,,,,,
1179,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,10,9.4,,,,,
1180,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,20,9.1,,,,,
1181,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,30,9,,,,,
1182,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,40,9.5,,,,,
1183,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,50,10,,,,,
1184,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,60,9.9,,,,,
1185,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,70,9.9,,,,,
1186,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,80,10,,,,,
1187,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,90,9.3,,,,,
1188,2024,6,16,6/16/2024,168,4,8:00 PM,0,1,3,7,100,10,,,,,
1189,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,0,8.5,,,,,
1190,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,10,11.5,,,,,
1191,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,20,10.5,,,,,
1192,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,30,10.4,,,,,
1193,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,40,10.4,,,,,
1194,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,50,10.7,,,,,
1195,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,60,11.1,,,,,
1196,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,70,11,,,,,
1197,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,80,10.9,,,,,
1198,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,90,10.9,,,,,
1199,2024,6,16,6/16/2024,168,4,8:00 PM,1,2,1,0,100,10.9,,,,,
1200,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,0,10,,,,,
1201,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,10,10.4,,,,,
1202,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,20,12.5,,,,,
1203,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,30,12.3,,,,,
1204,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,40,11,,,,,
1205,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,50,11.3,,,,,
1206,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,60,11,,,,,
1207,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,70,11,,,,,
1208,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,80,10.5,,,,,
1209,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,90,10.9,,,,,
1210,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,2,2,100,10.5,,,,,
1211,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,0,9.5,,,,,
1212,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,10,9.6,,,,,
1213,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,20,10,,,,,
1214,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,30,10.4,,,,,
1215,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,40,9.4,,,,,
1216,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,50,10.9,,,,,
1217,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,60,10.9,,,,,
1218,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,70,10.6,,,,,
1219,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,80,10.4,,,,,
1220,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,90,10.6,,,,,
1221,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,2,3,7,100,11.1,,,,,
1222,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,0,11.8,,,,,
1223,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,10,11.1,,,,,
1224,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,20,11.5,,,,,
1225,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,30,11.1,,,,,
1226,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,40,10.8,,,,,
1227,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,50,10.8,,,,,
1228,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,60,11,,,,,
1229,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,70,11,,,,,
1230,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,80,10.9,,,,,
1231,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,90,10.9,,,,,
1232,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,3,1,0,100,10.5,,,,,
1233,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,0,13.1,,,,,
1234,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,10,10.9,,,,,
1235,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,20,10.9,,,,,
1236,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,30,10.9,,,,,
1237,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,40,10.9,,,,,
1238,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,50,10.7,,,,,
1239,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,60,10.7,,,,,
1240,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,70,11.1,,,,,
1241,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,80,11.1,,,,,
1242,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,90,10.4,,,,,
1243,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,2,2,100,11,,,,,
1244,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,0,11.6,,,,,
1245,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,10,9.5,,,,,
1246,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,20,10.6,,,,,
1247,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,30,10.8,,,,,
1248,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,40,11.3,,,,,
1249,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,50,11.6,,,,,
1250,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,60,11.4,,,,,
1251,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,70,11,,,,,
1252,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,80,11.2,,,,,
1253,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,90,10.5,,,,,
1254,2024,6,16,6/16/2024,168,4,8:00 PM,0,3,3,7,100,10.5,,,,,
1255,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,0,10.7,,,,,
1256,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,10,10.5,,,,,
1257,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,20,11,,,,,
1258,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,30,10.8,,,,,
1259,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,40,11.1,,,,,
1260,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,50,11.1,,,,,
1261,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,60,11.3,,,,,
1262,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,70,11.3,,,,,
1263,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,80,11.3,,,,,
1264,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,90,11.3,,,,,
1265,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,1,0,100,11.3,,,,,
1266,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,0,12.1,,,,,
1267,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,10,11.8,,,,,
1268,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,20,10.3,,,,,
1269,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,30,10.3,,,,,
1270,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,40,10.1,,,,,
1271,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,50,10.5,,,,,
1272,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,60,11.2,,,,,
1273,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,70,11.3,,,,,
1274,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,80,11.3,,,,,
1275,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,90,11.3,,,,,
1276,2024,6,16,6/16/2024,168,4,8:00 PM,0,4,2,2,100,11.1,,,,,
1277,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,0,10.5,,,,,
1278,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,10,10,,,,,
1279,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,20,10.2,,,,,
1280,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,30,10.2,,,,,
1281,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,40,10.5,,,,,
1282,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,50,11,,,,,
1283,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,60,11.1,,,,,
1284,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,70,11.1,,,,,
1285,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,80,10.5,,,,,
1286,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,90,10.5,,,,,
1287,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,4,3,7,100,10.5,,,,,
1288,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,0,10,,,,,
1289,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,10,10.6,,,,,
1290,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,20,10.9,,,,,
1291,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,30,10.9,,,,,
1292,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,40,10.9,,,,,
1293,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,50,11.1,,,,,
1294,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,60,11.4,,,,,
1295,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,70,11.5,,,,,
1296,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,80,11.5,,,,,
1297,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,90,11.9,,,,,
1298,2024,6,16,6/16/2024,168,4,8:00 PM,0.5,5,1,0,100,11.9,,,,,
1299,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,0,10,,,,,
1300,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,10,9.5,,,,,
1301,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,20,9.5,,,,,
1302,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,30,10,,,,,
1303,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,40,10.6,,,,,
1304,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,50,11.3,,,,,
1305,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,60,11.5,,,,,
1306,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,70,11,,,,,
1307,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,80,11.3,,,,,
1308,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,90,11.4,,,,,
1309,2024,6,16,6/16/2024,168,4,8:00 PM,0,5,2,2,100,10.9,,,,,
1310,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,0,10.5,,,,,
1311,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,10,10,,,,,
1312,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,20,10,,,,,
1313,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,30,10,,,,,
1314,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,40,10.1,,,,,
1315,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,50,10.5,,,,,
1316,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,60,10.5,,,,,
1317,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,70,10.5,,,,,
1318,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,80,10.5,,,,,
1319,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,90,10.5,,,,,
1320,2024,6,16,6/16/2024,168,4,8:00 PM,1,5,3,7,100,10.7,,,,,
1321,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,0,20.3,,,,,
1322,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,10,22,,,,,
1323,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,20,21.1,,,,,
1324,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,30,21.7,,,,,
1325,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,40,22,,,,,
1326,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,50,24.6,,,,,
1327,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,60,25.3,,,,,
1328,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,70,25.2,,,,,
1329,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,80,26.1,,,,,
1330,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,90,25.6,,,,,
1331,2024,6,23,6/23/2024,175,1,8:00 AM,0.5,1,1,0,100,25.2,,,,,
1332,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,0,19.5,,,,,
1333,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,10,21.2,,,,,
1334,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,20,21.9,,,,,
1335,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,30,23,,,,,
1336,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,40,23.9,,,,,
1337,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,50,24.8,,,,,
1338,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,60,24,,,,,
1339,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,70,23.4,,,,,
1340,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,80,23,,,,,
1341,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,90,22.6,,,,,
1342,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,2,2,100,22.5,,,,,
1343,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,0,21,,,,,
1344,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,10,24,,,,,
1345,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,20,22.6,,,,,
1346,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,30,22.8,,,,,
1347,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,40,23.2,,,,,
1348,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,50,22.9,,,,,
1349,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,60,23.1,,,,,
1350,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,70,23.5,,,,,
1351,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,80,23.7,,,,,
1352,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,90,23.5,,,,,
1353,2024,6,23,6/23/2024,175,1,8:00 AM,0,1,3,7,100,23.5,,,,,
1354,2024,6,23,6/23/2024,175,1,8:00 AM,1,2,1,0,0,24.4,,,,,
1355,2024,6,23,6/23/2024,175,1,8:00 AM,1,2,1,0,10,28.5,,,,,
1356,2024,6,23,6/23/2024,175,1,8:00 AM,1,2,1,0,20,28.6,,,,,
1357,2024,6,23,6/23/2024,175,1,8:00 AM,1,2,1,0,30,29.4,,,,,
